request_id,submitted_by,agent_id,request_type,submitted_date,resolved_date,status,priority,region,resolution_notes
REQ003186,Kayla Jackson,AGT05356,KPI Clarification,2022-06-06,,Open,Critical,Manitoba,
REQ003187,Madeline Patton,AGT05918,Access Issue,2022-03-04,,Open,Medium,Ontario,
REQ003188,Thomas Simpson,AGT09014,Data Discrepancy,2025-05-13,,Escalated,Medium,Saskatchewan,
REQ003189,Elizabeth Cunningham,AGT00709,Ad-hoc Analysis,2024-10-06,,Escalated,Medium,Ontario,
REQ003190,Christine Ball,AGT06952,Data Discrepancy,2021-12-24,,Escalated,Medium,Alberta,
REQ003191,Donna Guerrero,AGT06663,Ad-hoc Analysis,2023-10-15,,Open,Medium,British Columbia,
REQ003192,Sarah Black,AGT05923,Access Issue,2024-01-23,,Open,Critical,Alberta,
REQ003193,Amanda Rangel,AGT00760,Ad-hoc Analysis,2024-05-24,,Escalated,High,Ontario,
REQ003194,Bruce Wilson,AGT02648,Dashboard Update,2021-10-10,,Open,Medium,Quebec,
REQ003195,Daryl Weber,AGT00296,KPI Clarification,2024-08-16,2024-09-07,Resolved,High,British Columbia,Reiciendis laboriosam error officiis nisi officia.
REQ003196,Daniel Hall,AGT03426,Access Issue,2022-10-04,,Escalated,Medium,Quebec,
REQ003197,Ryan Smith,AGT01336,KPI Clarification,2024-02-26,,Open,Medium,Alberta,
REQ003198,Kenneth Austin,AGT08152,Dashboard Update,2025-12-27,,In Progress,High,Alberta,
REQ003199,Angela Adkins,AGT07350,Report Request,2022-10-15,2022-10-23,Resolved,High,Alberta,Nihil dolor veniam nisi alias quis blanditiis repellendus praesentium.
REQ003200,Debbie Gray,AGT01976,Data Discrepancy,2021-07-10,2021-08-08,Resolved,Low,Manitoba,Nam labore quidem minus ea.
REQ003201,Richard Montgomery,AGT01085,KPI Clarification,2022-12-23,,Open,High,Alberta,
REQ003202,Elizabeth Hill,AGT09322,Access Issue,2021-08-11,,Open,Low,British Columbia,
REQ003203,Jessica Brown,AGT03616,Data Discrepancy,2023-05-08,,Open,Critical,Ontario,
REQ003204,Randall Martin,AGT04615,Dashboard Update,2021-02-06,2021-02-21,Resolved,Medium,Manitoba,Dolores maxime sunt harum eveniet harum fugit.
REQ003205,Colleen Haley,AGT02617,Data Discrepancy,2021-04-02,2021-05-01,Resolved,Low,Saskatchewan,Magni minus animi dolore excepturi occaecati recusandae saepe fugit dolorem.
REQ003206,Mary Douglas,AGT06402,Ad-hoc Analysis,2024-07-25,,Open,Medium,British Columbia,
REQ003207,Russell Perez,AGT04427,Access Issue,2024-01-23,,Escalated,Medium,Manitoba,
REQ003208,Luis Johnson,AGT09728,Ad-hoc Analysis,2021-07-29,2021-08-12,Resolved,Critical,British Columbia,Aliquid iusto sit commodi dolor iusto.
REQ003209,Thomas Dean,AGT07626,Data Discrepancy,2024-08-11,,Open,Low,British Columbia,
REQ003210,Adam Waters,AGT05465,KPI Clarification,2024-10-23,,Open,Critical,British Columbia,
REQ003211,Madison Simpson,AGT00402,KPI Clarification,2024-11-17,,Escalated,High,Alberta,
REQ003212,Michael West,AGT01053,Report Request,2024-09-12,,In Progress,Low,Manitoba,
REQ003213,Lisa Ramirez,AGT03882,Data Discrepancy,2024-09-04,,Escalated,Low,Manitoba,
REQ003214,Carolyn Williams,AGT02301,Ad-hoc Analysis,2024-09-17,,In Progress,Low,Alberta,
REQ003215,Michael Roth,AGT09681,Dashboard Update,2024-01-31,,Escalated,Low,British Columbia,
REQ003216,Caroline Johnson,AGT03944,Ad-hoc Analysis,2022-08-11,2022-08-18,Resolved,Critical,Saskatchewan,Placeat praesentium ullam error aliquid.
REQ003217,Natalie Martinez,AGT00897,Report Request,2025-03-26,,In Progress,Medium,Quebec,
REQ003218,Mrs. Heather Edwards,AGT07431,Access Issue,2024-09-10,,Escalated,Low,Saskatchewan,
REQ003219,Luke Kennedy,AGT09623,Dashboard Update,2022-11-19,,Escalated,Critical,Saskatchewan,
REQ003220,Joseph Fritz,AGT08658,Dashboard Update,2025-07-03,,Open,Critical,Saskatchewan,
REQ003221,Eddie Harris,AGT05863,Report Request,2025-10-13,,In Progress,High,Quebec,
REQ003222,Kenneth Gardner,AGT09351,KPI Clarification,2023-10-06,2023-10-27,Resolved,Low,British Columbia,Ipsum id quam repellat at.
REQ003223,Richard Watkins,AGT08587,Ad-hoc Analysis,2022-10-19,,Escalated,Low,Saskatchewan,
REQ003224,Courtney Barnett,AGT05544,Dashboard Update,2022-03-08,,In Progress,High,British Columbia,
REQ003225,Jacob Hartman,AGT09888,KPI Clarification,2023-06-12,,Open,Medium,British Columbia,
REQ003226,Ashley Shepherd,AGT01060,Ad-hoc Analysis,2024-05-01,,Escalated,Low,Alberta,
REQ003227,Shawn Berg,AGT05031,Dashboard Update,2022-04-01,,In Progress,High,Saskatchewan,
REQ003228,Angela Lee,AGT07171,Dashboard Update,2022-10-14,,Escalated,High,Alberta,
REQ003229,Lisa Wilson,AGT08515,Data Discrepancy,2021-10-04,,Open,Low,British Columbia,
REQ003230,Adam Brown,AGT02661,Dashboard Update,2021-06-17,,In Progress,Critical,British Columbia,
REQ003231,Kimberly Moore,AGT04534,Report Request,2021-05-25,,Open,Critical,Manitoba,
REQ003232,Paul Strong DVM,AGT01478,Report Request,2022-01-11,2022-01-23,Resolved,Critical,Manitoba,Quaerat optio ratione deleniti nisi quam earum.
REQ003233,Mark Shaffer,AGT01768,Dashboard Update,2024-03-24,,Escalated,Critical,Manitoba,
REQ003234,Alyssa Griffin,AGT01757,Report Request,2025-05-26,,Escalated,Critical,Quebec,
REQ003235,Brooke Norton,AGT00175,Access Issue,2022-09-28,,In Progress,High,Alberta,
REQ003236,Angela Aguirre,AGT01995,KPI Clarification,2023-01-14,,Open,Low,Manitoba,
REQ003237,Cameron Acosta,AGT06513,Dashboard Update,2023-02-27,2023-03-03,Resolved,Critical,British Columbia,Atque repellendus animi velit veniam excepturi.
REQ003238,Mark Greene,AGT02155,Access Issue,2024-09-10,2024-09-29,Resolved,Critical,Manitoba,Quas nam dolorem beatae architecto recusandae libero illo.
REQ003239,Dr. David Allen,AGT00309,Access Issue,2025-02-04,,Escalated,Medium,British Columbia,
REQ003240,Mrs. Michelle Trujillo,AGT03131,KPI Clarification,2024-05-21,,In Progress,Medium,Saskatchewan,
REQ003241,Elizabeth Wu,AGT07334,Ad-hoc Analysis,2022-10-01,,In Progress,Medium,Manitoba,
REQ003242,Todd Hernandez,AGT09077,Ad-hoc Analysis,2024-07-22,,In Progress,Critical,Quebec,
REQ003243,Anna Ruiz,AGT08187,KPI Clarification,2021-07-17,,In Progress,Medium,Manitoba,
REQ003244,Sean Salinas,AGT07419,Report Request,2025-06-01,,Escalated,Medium,Saskatchewan,
REQ003245,Sheri Valdez,AGT01750,Dashboard Update,2024-03-15,,In Progress,Critical,Quebec,
REQ003246,Robert Rios MD,AGT04146,Data Discrepancy,2024-09-26,,Escalated,Critical,Ontario,
REQ003247,Joseph Parker,AGT02166,Ad-hoc Analysis,2022-08-02,,In Progress,Critical,Ontario,
REQ003248,Morgan Davis,AGT02013,Data Discrepancy,2021-12-21,,Open,High,Manitoba,
REQ003249,Samantha Simmons,AGT00612,Access Issue,2025-01-29,2025-02-23,Resolved,Critical,British Columbia,Beatae sunt velit sunt hic nemo illo modi.
REQ003250,Douglas Bates,AGT01602,Report Request,2022-07-10,2022-07-19,Resolved,Low,Manitoba,Aliquid nam atque voluptatum similique repellendus.
REQ003251,Natasha Howard,AGT05432,Data Discrepancy,2023-07-20,,Escalated,Low,Quebec,
REQ003252,Cassandra Wong MD,AGT03787,Ad-hoc Analysis,2024-06-29,,Escalated,Medium,Saskatchewan,
REQ003253,April Young,AGT08318,KPI Clarification,2022-03-05,,Open,Critical,Ontario,
REQ003254,Sarah Harvey,AGT05333,Ad-hoc Analysis,2022-03-12,,Escalated,Low,Manitoba,
REQ003255,Stephen Davila,AGT00551,Report Request,2023-12-05,,In Progress,Critical,Ontario,
REQ003256,Christopher Marshall,AGT05491,Report Request,2023-02-22,2023-03-18,Resolved,Low,Manitoba,Sunt nam eius velit aliquid maxime.
REQ003257,Christina Brown,AGT02744,KPI Clarification,2025-07-15,2025-08-08,Resolved,Medium,British Columbia,Inventore eveniet natus recusandae tempora asperiores.
REQ003258,David White,AGT03817,Access Issue,2023-11-24,,Escalated,Medium,British Columbia,
REQ003259,Richard Forbes,AGT04634,Data Discrepancy,2023-09-04,,In Progress,Low,Ontario,
REQ003260,Jeffrey Taylor,AGT09981,KPI Clarification,2024-02-14,,Escalated,High,Alberta,
REQ003261,Diana Nelson,AGT06002,Data Discrepancy,2023-11-03,,Open,Critical,British Columbia,
REQ003262,Steven Kramer,AGT02700,Data Discrepancy,2025-01-23,,In Progress,Medium,Manitoba,
REQ003263,Julie Campbell,AGT02750,Data Discrepancy,2021-03-03,,Open,Medium,Saskatchewan,
REQ003264,Kathryn Roy,AGT01115,Data Discrepancy,2023-12-19,,In Progress,Critical,Ontario,
REQ003265,Lauren Arellano,AGT02856,Access Issue,2025-02-11,,Escalated,Low,Alberta,
REQ003266,Cathy Jenkins,AGT09176,KPI Clarification,2021-10-28,,In Progress,Critical,Saskatchewan,
REQ003267,Katie Chavez MD,AGT09048,Ad-hoc Analysis,2024-06-27,2024-07-12,Resolved,High,Quebec,Magni repudiandae alias porro aliquam modi soluta assumenda hic facere.
REQ003268,Alicia Daniels,AGT06721,Dashboard Update,2021-09-12,,Escalated,High,Saskatchewan,
REQ003269,Jeffrey Mitchell,AGT08864,KPI Clarification,2023-10-26,,Open,Critical,Ontario,
REQ003270,Kristen Cuevas,AGT09388,Report Request,2024-10-04,2024-10-09,Resolved,Low,Manitoba,Commodi nobis necessitatibus reiciendis odit asperiores dignissimos ad earum totam.
REQ003271,Susan Vazquez,AGT07438,Dashboard Update,2021-10-11,,Escalated,Critical,Alberta,
REQ003272,Daniel Holmes,AGT00744,Dashboard Update,2023-05-24,,Open,Critical,Ontario,
REQ003273,Albert Cunningham,AGT01316,Ad-hoc Analysis,2022-05-20,,In Progress,High,Saskatchewan,
REQ003274,Christopher Fernandez,AGT08297,Dashboard Update,2025-08-28,,In Progress,Medium,Alberta,
REQ003275,Katie Johnson,AGT00738,KPI Clarification,2023-01-21,,In Progress,High,British Columbia,
REQ003276,Katrina Hall DVM,AGT08014,Ad-hoc Analysis,2023-02-16,,Escalated,High,Saskatchewan,
REQ003277,Jonathan Hill,AGT08021,KPI Clarification,2021-09-10,,Escalated,Low,Quebec,
REQ003278,Angela Mercer,AGT07619,Data Discrepancy,2024-12-09,,Open,High,Manitoba,
REQ003279,Grant Robinson,AGT07879,Ad-hoc Analysis,2022-08-12,,Open,Medium,British Columbia,
REQ003280,Tony Ellis,AGT06412,Dashboard Update,2024-11-07,2024-11-16,Resolved,High,Manitoba,Deserunt repudiandae itaque molestiae culpa quaerat exercitationem quia iste.
REQ003281,Anthony Carpenter,AGT08694,Access Issue,2021-01-10,,Open,Medium,Ontario,
REQ003282,Kevin Hayes,AGT04191,KPI Clarification,2022-12-31,,In Progress,Low,British Columbia,
REQ003283,William Thomas Jr.,AGT02324,Ad-hoc Analysis,2025-03-30,,Escalated,High,Quebec,
REQ003284,Thomas Olson,AGT02843,Ad-hoc Analysis,2025-12-14,,In Progress,Medium,Quebec,
REQ003285,Heather Travis,AGT09264,KPI Clarification,2022-05-16,,Escalated,High,Alberta,
REQ003286,Zachary Robles II,AGT02263,KPI Clarification,2024-05-18,,In Progress,Medium,Quebec,
REQ003287,Gavin Moore,AGT08645,Access Issue,2023-09-10,,In Progress,High,British Columbia,
REQ003288,Keith Smith,AGT06636,KPI Clarification,2023-02-15,,Open,Low,British Columbia,
REQ003289,Dr. Evelyn Matthews,AGT04051,Dashboard Update,2024-04-27,,Escalated,Critical,Ontario,
REQ003290,Nicole Martin,AGT08409,Report Request,2024-11-16,2024-11-29,Resolved,Medium,British Columbia,At ipsum doloremque delectus corporis qui possimus alias nam.
REQ003291,Jennifer Simpson,AGT03632,Report Request,2025-03-17,,Open,Medium,Manitoba,
REQ003292,George Campbell,AGT07902,KPI Clarification,2022-12-25,,In Progress,Low,Alberta,
REQ003293,Alejandra Rodriguez,AGT04289,Ad-hoc Analysis,2023-05-16,,Open,Low,Quebec,
REQ003294,John Phillips,AGT05380,Dashboard Update,2024-02-08,,Open,Critical,Ontario,
REQ003295,Andrew Stone,AGT00890,Dashboard Update,2025-03-05,,In Progress,Medium,Saskatchewan,
REQ003296,Gilbert Patel,AGT01969,Report Request,2022-08-15,,In Progress,Medium,Quebec,
REQ003297,Tiffany Moss,AGT08779,Access Issue,2024-03-13,,Open,Low,Quebec,
REQ003298,Jennifer Alvarez,AGT04082,Ad-hoc Analysis,2024-05-07,,Escalated,Low,Ontario,
REQ003299,Susan Day,AGT00124,Report Request,2022-09-16,,Open,Medium,Quebec,
REQ003300,Julia Hunt,AGT04874,Data Discrepancy,2024-07-16,,Escalated,High,Saskatchewan,
REQ003301,Michael Morrison,AGT03003,KPI Clarification,2021-09-10,,Escalated,Medium,Alberta,
REQ003302,Alfred Holland,AGT07738,Ad-hoc Analysis,2024-08-16,,In Progress,High,Saskatchewan,
REQ003303,Janet Stevens,AGT00148,Report Request,2023-06-30,2023-07-27,Resolved,Critical,Manitoba,Mollitia iusto quidem labore eius eum rerum voluptates.
REQ003304,Ernest Smith,AGT03778,Data Discrepancy,2022-05-03,2022-05-04,Resolved,Critical,Saskatchewan,Beatae natus fugiat ullam ipsa harum provident laboriosam.
REQ003305,Patricia Hardy,AGT04578,Access Issue,2024-05-14,2024-06-11,Resolved,Low,Manitoba,Maiores fugit minus nesciunt quia vel officia numquam.
REQ003306,Mary Mann,AGT05479,Data Discrepancy,2024-07-22,,In Progress,High,Manitoba,
REQ003307,Andrew Barrera,AGT08908,Access Issue,2022-06-14,2022-06-29,Resolved,Low,British Columbia,Modi ullam ea ad eos recusandae nam.
REQ003308,Jose Daniels,AGT07655,Report Request,2022-06-04,2022-06-26,Resolved,Critical,Saskatchewan,Natus dolore labore omnis enim rerum maxime nihil nemo.
REQ003309,Amanda Smith,AGT05452,Data Discrepancy,2023-08-06,,In Progress,Low,British Columbia,
REQ003310,Jennifer Gonzalez,AGT04313,Data Discrepancy,2025-11-21,2025-11-30,Resolved,High,Ontario,Tempore modi libero mollitia saepe itaque cumque.
REQ003311,Anthony Fletcher,AGT01696,Data Discrepancy,2025-04-01,,In Progress,Critical,Alberta,
REQ003312,Steven Graham,AGT04303,Report Request,2022-06-25,2022-07-21,Resolved,Low,Manitoba,Aut aliquam pariatur itaque doloremque ad ipsum commodi.
REQ003313,Melissa Berger,AGT02550,Report Request,2025-12-19,,Open,High,Manitoba,
REQ003314,Joel Pruitt,AGT05259,Data Discrepancy,2022-09-12,,Open,Low,British Columbia,
REQ003315,Samuel Robinson,AGT09794,Data Discrepancy,2024-04-23,,In Progress,Medium,Quebec,
REQ003316,Elizabeth Smith,AGT02176,Dashboard Update,2025-12-31,,In Progress,Medium,British Columbia,
REQ003317,Joshua Ray,AGT05079,Access Issue,2021-05-17,,Open,High,Ontario,
REQ003318,Craig Santos,AGT00606,Data Discrepancy,2023-07-24,2023-08-13,Resolved,Critical,British Columbia,Ullam repellendus sed ipsam quam perspiciatis ipsa.
REQ003319,Heather Peterson,AGT01155,Data Discrepancy,2022-12-18,2023-01-09,Resolved,High,Saskatchewan,Beatae veritatis labore nisi modi necessitatibus excepturi dolorem molestias.
REQ003320,Jasmine Lawrence,AGT00074,Report Request,2024-10-20,,In Progress,High,Quebec,
REQ003321,Jillian Porter,AGT06064,KPI Clarification,2022-05-03,,In Progress,Medium,Ontario,
REQ003322,Stephanie Leblanc,AGT03924,Access Issue,2022-07-18,,In Progress,Medium,Quebec,
REQ003323,Robert Braun,AGT03510,Ad-hoc Analysis,2023-02-04,,In Progress,Critical,Alberta,
REQ003324,Shannon Mcdaniel,AGT09893,Report Request,2022-04-23,2022-05-03,Resolved,High,British Columbia,Quos voluptatem nam accusamus ea.
REQ003325,Tyler Gay,AGT04473,Access Issue,2025-02-09,,Open,Medium,Quebec,
REQ003326,John Fisher,AGT09547,Dashboard Update,2023-09-02,,In Progress,Critical,British Columbia,
REQ003327,Peggy Ford,AGT07761,Access Issue,2021-07-20,2021-07-25,Resolved,High,Manitoba,Quibusdam aspernatur aliquam vero quaerat omnis similique.
REQ003328,Kelly Scott,AGT06850,Dashboard Update,2024-08-03,,Open,High,Saskatchewan,
REQ003329,Eric Green,AGT08195,Report Request,2024-01-21,2024-02-09,Resolved,High,British Columbia,Laboriosam accusantium ab quibusdam ad sed.
REQ003330,Cheryl Lewis,AGT07470,Dashboard Update,2022-03-06,2022-03-08,Resolved,Critical,Ontario,Impedit sequi perspiciatis aliquid doloremque tempora velit quibusdam fuga eum.
REQ003331,Aaron Jordan,AGT00506,Ad-hoc Analysis,2024-12-29,,In Progress,Low,Alberta,
REQ003332,Jesus Clark,AGT03031,Dashboard Update,2022-08-29,,Open,Medium,Saskatchewan,
REQ003333,Susan Ryan,AGT08302,Access Issue,2021-05-09,,Open,Critical,Ontario,
REQ003334,David Johnson,AGT04665,Data Discrepancy,2023-12-23,,Escalated,High,Ontario,
REQ003335,Cassandra Walsh,AGT02953,Ad-hoc Analysis,2024-04-04,,Open,Low,Ontario,
REQ003336,Taylor Carroll,AGT00490,Data Discrepancy,2023-03-09,,In Progress,Critical,Manitoba,
REQ003337,Laura Clark,AGT07879,Report Request,2025-01-01,,In Progress,High,Alberta,
REQ003338,Ashlee Morton,AGT07843,KPI Clarification,2021-05-03,2021-05-12,Resolved,Low,British Columbia,Est optio possimus unde quasi ipsam voluptatibus.
REQ003339,Nicole Parker,AGT03095,Dashboard Update,2025-02-14,2025-03-11,Resolved,Low,Manitoba,Ducimus recusandae facilis at suscipit culpa totam.
REQ003340,Dylan Porter,AGT06187,Ad-hoc Analysis,2024-11-02,,In Progress,Medium,British Columbia,
REQ003341,Edward Rivera,AGT03562,Data Discrepancy,2023-11-30,,Open,High,Saskatchewan,
REQ003342,Dean Tate,AGT06885,Ad-hoc Analysis,2022-04-23,,In Progress,Medium,British Columbia,
REQ003343,Brooke Perez,AGT00338,Dashboard Update,2025-12-08,2026-01-06,Resolved,Medium,Quebec,Impedit ad sint omnis ab harum facilis.
REQ003344,Jose Haynes,AGT05231,Dashboard Update,2022-12-05,2022-12-22,Resolved,High,Saskatchewan,Veniam numquam quisquam voluptas consequuntur sed culpa suscipit corporis.
REQ003345,Michelle Ortega,AGT00897,KPI Clarification,2022-02-19,,Open,Medium,Saskatchewan,
REQ003346,Alexander Fletcher,AGT09529,Access Issue,2024-01-26,,Escalated,High,Alberta,
REQ003347,Katie Ingram,AGT05956,Ad-hoc Analysis,2021-09-07,,Open,Low,Alberta,
REQ003348,Michele Rose,AGT06099,Access Issue,2024-06-11,2024-06-26,Resolved,High,Ontario,Praesentium sequi mollitia asperiores cupiditate aut.
REQ003349,Justin Jones,AGT06126,Access Issue,2021-08-11,,In Progress,Medium,Ontario,
REQ003350,Joseph Green,AGT03235,Access Issue,2024-04-23,,Open,Low,Quebec,
REQ003351,Jacqueline Cook,AGT00566,Report Request,2023-10-10,2023-11-05,Resolved,Low,Saskatchewan,Rem voluptas non necessitatibus quia ullam fugiat sed ipsam tempore.
REQ003352,Robert Fisher,AGT06090,Dashboard Update,2024-11-30,,In Progress,High,Ontario,
REQ003353,Brenda Dean,AGT07971,Dashboard Update,2023-03-30,,Open,Medium,Ontario,
REQ003354,Patricia Thomas,AGT07442,Ad-hoc Analysis,2025-01-10,,In Progress,High,Alberta,
REQ003355,Bruce Bradley,AGT08517,Data Discrepancy,2023-09-26,,Escalated,Medium,Alberta,
REQ003356,John Richardson,AGT08253,Access Issue,2022-05-09,,Escalated,High,Alberta,
REQ003357,Sharon Carr,AGT07006,Report Request,2024-09-04,,Open,High,Saskatchewan,
REQ003358,Troy Wright,AGT07050,Dashboard Update,2022-11-04,,Escalated,Low,Ontario,
REQ003359,Jeffery Cohen,AGT04460,KPI Clarification,2023-09-11,,Escalated,Critical,Alberta,
REQ003360,Rhonda Smith,AGT01079,Ad-hoc Analysis,2023-05-11,,Escalated,Low,British Columbia,
REQ003361,Colleen Bauer,AGT01060,KPI Clarification,2024-03-15,,In Progress,Low,Manitoba,
REQ003362,Kelly Scott,AGT00943,Data Discrepancy,2021-06-04,,Open,Critical,Saskatchewan,
REQ003363,Sylvia Mcdonald,AGT08255,KPI Clarification,2024-05-03,,Open,Medium,Alberta,
REQ003364,Tamara Hogan,AGT08353,KPI Clarification,2021-01-30,2021-01-30,Resolved,Critical,Alberta,Numquam voluptates earum dolorem inventore neque illo nihil autem soluta corporis.
REQ003365,Tiffany Raymond,AGT06764,Access Issue,2021-07-18,,In Progress,Critical,Ontario,
REQ003366,Christian Wiley,AGT06112,Ad-hoc Analysis,2022-12-14,,Open,High,Manitoba,
REQ003367,Jeffrey Rivera,AGT03942,KPI Clarification,2023-11-11,,In Progress,High,Saskatchewan,
REQ003368,Shelley Prince DVM,AGT00863,Data Discrepancy,2024-05-04,2024-05-12,Resolved,Critical,Ontario,Beatae quidem tempora aperiam ut.
REQ003369,Jason Anderson,AGT01337,Dashboard Update,2023-01-27,,In Progress,Low,British Columbia,
REQ003370,Denise David,AGT06457,Ad-hoc Analysis,2023-06-17,,Open,Medium,Saskatchewan,
REQ003371,Joseph Simmons,AGT09923,KPI Clarification,2022-02-11,2022-03-08,Resolved,Medium,Manitoba,Dicta ad quis reprehenderit pariatur ducimus.
REQ003372,James Park,AGT03451,KPI Clarification,2022-01-09,,Open,Low,Ontario,
REQ003373,Alexis Montgomery,AGT06721,Dashboard Update,2022-11-18,2022-11-19,Resolved,High,Alberta,Iure molestias laborum suscipit earum.
REQ003374,Elizabeth Peterson,AGT09823,Dashboard Update,2025-01-14,2025-02-06,Resolved,Low,Quebec,Ipsum cupiditate vel maiores architecto maiores quisquam iusto sit.
REQ003375,Brandon Bowen,AGT02559,Ad-hoc Analysis,2022-04-06,,Escalated,Critical,Manitoba,
REQ003376,Michael Mendoza,AGT08385,Ad-hoc Analysis,2024-12-22,,Escalated,High,Saskatchewan,
REQ003377,Daniel Golden,AGT08384,Dashboard Update,2023-04-23,,In Progress,Critical,Alberta,
REQ003378,Adam Sandoval,AGT06153,Report Request,2021-10-11,,Open,Low,Saskatchewan,
REQ003379,Christina Zimmerman,AGT04912,Dashboard Update,2021-08-25,,Escalated,Critical,British Columbia,
REQ003380,Brandy Kelly,AGT09024,Report Request,2024-03-29,,In Progress,Low,Quebec,
REQ003381,Jeffrey Wilson,AGT09224,KPI Clarification,2025-03-04,2025-03-12,Resolved,High,British Columbia,A fugit sint esse harum suscipit non provident.
REQ003382,Cynthia Brown,AGT04251,Data Discrepancy,2021-06-10,,Escalated,Medium,British Columbia,
REQ003383,Shannon Tyler,AGT04406,Dashboard Update,2023-11-22,,Open,Low,Quebec,
REQ003384,Scott Hill,AGT09077,Ad-hoc Analysis,2023-01-16,2023-01-30,Resolved,Medium,Quebec,Explicabo consequatur iste quam.
REQ003385,Denise Vargas,AGT06825,Access Issue,2022-03-07,2022-03-08,Resolved,Critical,Quebec,Suscipit possimus dolore vero cum quam laboriosam magnam illum.
REQ003386,Austin Wilson,AGT03110,Dashboard Update,2023-02-01,,In Progress,Critical,Alberta,
REQ003387,Roberto David,AGT07486,Data Discrepancy,2022-11-02,,Escalated,Medium,British Columbia,
REQ003388,Matthew Hardy,AGT07126,Report Request,2025-05-14,,Open,Low,Quebec,
REQ003389,Stephanie Smith,AGT08826,KPI Clarification,2024-08-14,2024-09-03,Resolved,Low,Alberta,Dolore culpa a praesentium asperiores.
REQ003390,Christopher Wallace,AGT06253,Data Discrepancy,2022-04-17,,Open,Low,Manitoba,
REQ003391,Alyssa Hall,AGT08188,Ad-hoc Analysis,2024-03-03,2024-03-20,Resolved,Medium,Manitoba,Iste illo repudiandae ratione quidem quaerat sit repudiandae voluptates adipisci.
REQ003392,Debra Hicks,AGT03345,Ad-hoc Analysis,2023-10-30,2023-11-20,Resolved,Low,Manitoba,Voluptate at sapiente quae similique consequatur ut minus laborum.
REQ003393,Kenneth Everett,AGT05860,Access Issue,2022-07-15,,In Progress,Critical,Alberta,
REQ003394,Daniel Byrd,AGT02012,KPI Clarification,2022-01-19,,Open,Critical,Manitoba,
REQ003395,Edward Anderson,AGT04831,Dashboard Update,2023-07-20,,Open,Critical,Ontario,
REQ003396,John Castro,AGT09047,Report Request,2022-03-27,,Open,Low,British Columbia,
REQ003397,Samantha Hoffman,AGT01877,Report Request,2024-10-27,,Open,Low,Alberta,
REQ003398,Mary Bryant,AGT00007,Access Issue,2024-01-26,,Escalated,Critical,British Columbia,
REQ003399,Victoria Bruce,AGT07539,Ad-hoc Analysis,2024-03-31,2024-04-09,Resolved,Low,Alberta,Ipsa architecto iure dolorem vero porro voluptatibus.
REQ003400,Melissa Glass,AGT09281,KPI Clarification,2022-05-04,,Open,Low,Saskatchewan,
REQ003401,Noah Henry,AGT04912,Dashboard Update,2023-02-24,,In Progress,Critical,Saskatchewan,
REQ003402,Danielle Steele,AGT02599,Report Request,2025-10-22,,Open,Critical,Ontario,
REQ003403,Sarah Harris,AGT04389,Report Request,2021-07-10,2021-07-21,Resolved,Critical,British Columbia,Neque consectetur voluptatem corporis laborum numquam ipsum harum ullam.
REQ003404,Alejandra Smith,AGT01089,Ad-hoc Analysis,2023-05-18,,Escalated,High,Quebec,
REQ003405,Rebekah Powell,AGT08700,Dashboard Update,2024-06-01,,In Progress,High,Ontario,
REQ003406,Kimberly Pearson,AGT03671,Access Issue,2021-05-10,,Open,Low,Alberta,
REQ003407,Martha Austin,AGT06078,KPI Clarification,2024-03-18,,Escalated,Low,British Columbia,
REQ003408,Cynthia Taylor,AGT09152,Report Request,2021-05-25,,Open,Medium,Saskatchewan,
REQ003409,Keith Cross,AGT00293,Data Discrepancy,2022-01-03,,Open,Critical,Saskatchewan,
REQ003410,Debbie Sparks,AGT09318,KPI Clarification,2024-08-09,,Escalated,Medium,Quebec,
REQ003411,Brianna Ryan,AGT02473,Dashboard Update,2024-02-10,,Escalated,Low,Quebec,
REQ003412,Steven Miller,AGT08521,Dashboard Update,2024-05-31,,Escalated,Medium,Saskatchewan,
REQ003413,Mikayla Zamora,AGT00771,KPI Clarification,2023-06-05,,Open,Low,British Columbia,
REQ003414,Daniel Butler,AGT01101,Report Request,2022-07-19,,Escalated,Critical,Ontario,
REQ003415,Todd Wells,AGT09667,KPI Clarification,2025-02-17,,Escalated,High,Manitoba,
REQ003416,Kristin Mcclure,AGT08328,Access Issue,2022-01-11,,In Progress,Critical,Alberta,
REQ003417,Shawn King,AGT01917,KPI Clarification,2021-04-22,,Escalated,Low,Manitoba,
REQ003418,Darrell Gray,AGT01263,Report Request,2021-10-01,,Escalated,Low,Ontario,
REQ003419,Michelle Mendez,AGT09882,Access Issue,2021-05-16,,Escalated,Low,Ontario,
REQ003420,Christopher Stevens DVM,AGT01648,KPI Clarification,2023-02-26,,Open,Critical,British Columbia,
REQ003421,Earl Brown,AGT02380,Dashboard Update,2022-06-16,,Open,Critical,Ontario,
REQ003422,Matthew Mason,AGT08059,Report Request,2024-01-07,,Escalated,Medium,Manitoba,
REQ003423,Derrick Cervantes,AGT02649,Report Request,2023-02-12,,Open,Medium,Alberta,
REQ003424,Yolanda Jensen,AGT05580,Access Issue,2022-07-08,,In Progress,Medium,Quebec,
REQ003425,Christopher Mitchell,AGT09586,Access Issue,2022-04-04,,Open,Critical,Saskatchewan,
REQ003426,Christopher Alexander,AGT04387,Dashboard Update,2023-09-16,,Open,Critical,Manitoba,
REQ003427,Anthony Phelps,AGT08841,KPI Clarification,2021-11-28,,Escalated,High,Quebec,
